Molecule,Prior_Up_Down,Type,Organ,Species,PMID,ID
Cd27,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Sox6,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gpam,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Nr1d1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ppargc1a,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Pla2g2d,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Tek,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cxcl9,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ednra,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Adipor2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ripk2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Pde4a,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Wnt5a,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gipr,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gja5,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ffar2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Dmrt2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Irs3,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Pfkfb3,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Stat5a,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cebpa,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Adrb1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ffar4,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hcar1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Six5,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Etl4,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hk2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ppargc1b,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gpat3,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Smad9,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Itga11,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Pik3c2b,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hrh2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Fn3k,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Rasd1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cd274,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gadd45b,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Irs2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Slc25a25,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Rpia,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Klf10,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Stk40,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Trim8,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Socs1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Icam1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ier5,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Fgf18,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cxcr6,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gpr146,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Rnd1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ucp3,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Abcg4,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Nuak1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hyal2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Fgf7,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Nfkbie,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ephx3,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Dab2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ptger4,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Nog,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ccr5,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Rrad,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Smad7,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Meox1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Tnk2,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Aplnr,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cd300ld,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ptpre,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mapkapk3,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gpr183,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ddit3,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ppp1r3d,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ptprc,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cx3cr1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Pik3ap1,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gbp8,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Apln,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Igkc,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ltb,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Itgal,Down,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ms4a4a,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ccl6,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ccl9,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Il1rap,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hmgb2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Nfkbiz,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gda,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Dnaja4,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Myc,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Dnajb1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Adam12,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Igfbp3,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ercc1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Angptl4,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ttpa,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Dmd,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Pdk4,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Lpin3,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mrap,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mylip,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Slc7a8,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Vcam1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Nxn,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ccng2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hspb1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hspb7,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Tlr7,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Lox,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Vhl,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ucp2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Kyat1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mylk,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ddit4,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cdkn1a,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Atg101,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Foxo3,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
P2ry1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Trp53inp1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Bmper,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Sgk3,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Thbs2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Slc3a2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Fgfr3,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Angptl3,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Nexn,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Slc45a3,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Irak2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hspa2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Tgfbi,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Msc,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Adra2b,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cd163,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hmgcs2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Myo1h,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ppp1r3c,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Per1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Hif3a,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Pik3ip1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Il6ra,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mc5r,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Abca6,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cited2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Klf15,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mafa,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ccne2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Fgfr2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Lpin1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Npy1r,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Adrb2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Glul,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ifngr1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Fgfr1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Slc25a29,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Notch4,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Cirbp,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mapk6,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Gadd45g,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Tg,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Prkab2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Myo1b,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Foxo1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Atp1a2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Rhou,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Usp54,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Adamts15,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ddi2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Slc9a6,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
P2rx5,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Il1r1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Sgk1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Nfkbia,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Dclre1b,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mt2,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Mt1,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Egfr,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Ampd3,Up,mRNA,WAT,Mouse (GFRAL),https://pubmed.ncbi.nlm.nih.gov/38507407/,Mouse_gene_symbol
Bdnf,Down,Protein,Brain,Golden-mantled ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38344803/,Mouse_gene_symbol
H4c2,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Slc25a11,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Uqcrb,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Apoa1,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Ank1,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Ndufa5,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Atp5l,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Ndufs4,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Ndufb3,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Uqcrq,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Slc25a4,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Cox7a1,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Uqcr10,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Slc4a1,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Hbb,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Atp5h,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Ndufa6,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Hadhb,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Ndufa9,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Ndufv2,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Casq2,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Ndufb10,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Hadha,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Slc25a5,Up,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Hsd17b12,Down,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Atp1a1,Down,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
Vdac2,Down,Protein,Heart,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/38117800/,Mouse_gene_symbol
